customer_id,email,first_name,last_name,geo_id,segment,created_at,updated_at,is_deleted
C000077,mckeetodd@example.net,Amanda,Lopez,GEO0525,Consumer,2024-07-07T11:00:04,2025-07-08T00:35:07,0
C000078,tcastro@example.org,Bernard,Nielsen,GEO0508,SMB,2024-10-24T06:40:37,2026-02-03T11:02:01,0
C000079,matthew62@example.org,Michael,Bell,GEO0352,SMB,2024-07-21T05:14:56,2025-04-15T23:11:21,0
C000080,joel84@example.org,Connie,Johns,GEO0368,Consumer,2025-07-21T05:12:01,2025-09-04T08:58:06,0
C000081,raymondstacy@example.org,Edward,Prince,GEO0631,Consumer,2025-11-24T12:41:50,2025-12-08T10:59:13,0
C000082,christopherreyes@example.net,Cheyenne,Garrett,GEO0273,Consumer,2025-04-12T11:51:23,2025-07-08T16:51:39,0
C000083,robertberry@example.com,Tara,Browning,GEO0186,Mid-Market,2025-03-20T02:07:09,2025-05-25T06:12:34,0
C000084,shane23@example.net,Dillon,Weaver,GEO0780,SMB,2025-12-12T10:38:27,2026-01-12T01:48:39,0
C000085,michelleparker@example.net,Rachel,Browning,GEO0232,Mid-Market,2024-07-12T09:50:09,2025-06-12T07:03:40,0
C000086,xforbes@example.org,Diana,Cunningham,GEO0564,Consumer,2024-10-13T16:37:56,2025-06-20T06:46:05,0
C000087,lonniegrant@example.net,David,Stewart,GEO0314,Mid-Market,2025-04-26T19:04:10,2026-01-11T12:48:56,0
C000088,jessicacannon@example.com,Susan,Turner,GEO0418,Mid-Market,2026-02-08T11:31:33,2026-02-22T05:20:45,0
C000089,edwin31@example.org,Jack,Farmer,GEO0373,Mid-Market,2025-06-22T15:45:31,2025-10-21T08:37:25,0
C000090,catherine93@example.net,Jesse,Mcdaniel,GEO0697,Mid-Market,2025-08-20T01:13:14,2025-10-10T14:55:15,0
C000091,christopher72@example.net,Meghan,Harrison,GEO0461,SMB,2024-08-11T13:56:24,2025-01-18T11:16:35,0
C000092,jack67@example.com,Devin,Lee,GEO0707,Consumer,2024-05-17T09:28:33,2025-05-12T07:37:02,0
C000093,ortiztanya@example.com,Stephanie,Walker,GEO0024,Mid-Market,2025-06-08T10:27:28,2026-02-02T13:26:23,0
C000094,katherinejones@example.com,Michelle,Burns,GEO0272,SMB,2025-05-24T08:24:01,2025-08-23T14:14:16,0
C000095,michelle36@example.com,Kimberly,Franklin,GEO0099,SMB,2024-03-18T02:18:53,2025-08-13T16:34:41,0
C000096,zcortez@example.net,Sheila,Armstrong,GEO0581,Consumer,2024-10-10T03:07:04,2025-04-12T01:34:12,0
C000097,meyershannon@example.org,Natalie,Sanchez,GEO0696,Mid-Market,2024-07-20T10:16:19,2025-04-27T06:45:38,0
C000098,cterrell@example.net,Paul,Hubbard,GEO0205,Mid-Market,2026-02-09T23:34:58,2026-02-17T00:49:19,0
C000099,leescott@example.com,Kim,Mitchell,GEO0548,SMB,2024-12-20T12:52:37,2026-01-11T20:00:30,0
C000100,robertoaustin@example.org,Hannah,Mckee,GEO0069,Consumer,2025-06-08T12:14:14,2025-09-23T15:14:33,0
C000101,cgallegos@example.org,Jennifer,Wilson,GEO0061,SMB,2025-07-19T23:52:29,2025-10-14T02:20:54,0
C000102,phillipmorris@example.org,Harold,Garza,GEO0761,Mid-Market,2025-03-15T13:13:28,2025-10-31T17:01:23,0
C000103,nicoledavis@example.com,Heather,Meadows,GEO0763,Consumer,2025-08-14T09:47:00,2025-12-19T21:53:22,0
C000104,jennifermartinez@example.org,Jasmin,Walters,GEO0459,SMB,2024-08-18T13:43:48,2025-10-05T22:34:19,0
C000105,millspatrick@example.net,Cheryl,Moore,GEO0084,Consumer,2025-08-24T18:50:02,2025-09-28T04:21:36,0
C000106,kwilliams@example.com,Ariana,Keller,GEO0735,Mid-Market,2025-09-09T18:55:25,2025-12-15T06:25:04,0
C000107,fernandothomas@example.net,Brett,Parker,GEO0696,Consumer,2025-01-30T15:06:21,2025-11-17T14:40:57,0
C000108,lroberts@example.org,Rachel,Horne,GEO0698,Consumer,2024-04-05T03:43:35,2024-10-03T01:52:44,0
C000109,deanjohnny@example.com,Tyler,Jimenez,GEO0232,Consumer,2025-05-15T05:12:04,2025-11-28T09:13:14,0
C000110,franklintrevor@example.org,Brianna,Alvarez,GEO0492,Mid-Market,2025-11-06T02:29:03,2025-12-23T16:00:10,0
C000111,mramos@example.net,Adam,Khan,GEO0504,SMB,2025-02-24T05:07:08,2025-11-25T13:30:47,0
C000112,christine83@example.org,Jack,Brown,GEO0355,Consumer,2025-02-02T04:55:13,2025-07-10T13:52:45,0
C000113,benjamin09@example.net,Kenneth,Knapp,GEO0245,Consumer,2025-05-01T19:36:19,2026-02-25T06:32:45,0
C000114,rodriguezvictoria@example.org,Emily,Carr,GEO0593,SMB,2025-04-14T06:00:09,2025-11-28T02:52:25,0
C000115,tammycurry@example.com,Sarah,Davis,GEO0386,Mid-Market,2024-09-09T10:58:36,2026-01-24T14:29:36,0
C000116,marcus61@example.com,Megan,Brown,GEO0269,Consumer,2026-01-24T09:41:56,2026-02-22T11:44:53,0
C000117,staylor@example.com,Mark,Gutierrez,GEO0597,SMB,2024-10-31T19:52:51,2026-01-09T05:26:15,0
C000118,heathersalazar@example.org,Ashley,Krause,GEO0263,Mid-Market,2025-09-24T13:29:24,2025-11-09T22:36:06,0
C000119,webbhaley@example.net,Justin,Lynch,GEO0237,Consumer,2025-12-16T07:56:55,2026-01-05T08:56:40,0
C000120,jordan99@example.com,Sara,Mendez,GEO0257,Mid-Market,2024-10-25T02:44:46,2025-10-29T06:58:31,0
C000121,ostone@example.com,Travis,White,GEO0420,Mid-Market,2026-02-19T03:23:04,2026-02-20T16:49:49,0
C000122,jeanettekrause@example.org,David,Marshall,GEO0122,SMB,2025-02-23T05:16:13,2025-11-09T01:29:01,0
C000123,mclaughlinjared@example.net,Yolanda,Gutierrez,GEO0720,Mid-Market,2025-10-16T21:47:29,2026-01-21T10:47:25,0
C000124,michael30@example.net,James,Campbell,GEO0740,SMB,2024-07-18T01:00:16,2024-11-12T22:58:08,0
C000125,parkerwilliam@example.com,Katie,Wilson,GEO0541,Mid-Market,2025-11-17T14:31:29,2025-11-25T02:35:42,0
C000126,matthew99@example.org,Marilyn,Lee,GEO0576,SMB,2025-12-31T04:30:52,2026-01-17T05:10:53,0
C000127,sandra77@example.org,Debbie,Olson,GEO0554,Consumer,2025-09-13T05:18:07,2026-01-27T23:25:10,0
C000128,imcclain@example.com,Steven,Olsen,GEO0362,Consumer,2025-11-18T21:17:09,2026-01-13T11:11:13,0
C000129,conleykevin@example.net,Erika,Peters,GEO0506,Mid-Market,2024-02-05T17:13:28,2026-01-18T01:53:40,0
C000130,clarkgina@example.com,Carl,Hernandez,GEO0221,Mid-Market,2025-06-19T21:45:42,2025-08-10T12:44:19,0
C000131,morgannicholas@example.net,Megan,Duncan,GEO0312,Mid-Market,2024-02-23T00:03:49,2025-03-15T06:59:15,0
C000132,hlopez@example.com,Janet,Edwards,GEO0531,Consumer,2024-09-01T02:01:26,2024-09-29T00:21:52,0
C000133,nelsonchristopher@example.org,Nathan,Gallegos,GEO0638,Mid-Market,2025-11-27T02:14:56,2025-12-09T21:10:46,0
C000134,javier42@example.org,Neil,Johnson,GEO0519,SMB,2024-02-15T16:06:52,2025-01-14T10:35:40,0
C000135,robinwallace@example.org,Lauren,Stein,GEO0540,Consumer,2025-10-01T17:25:27,2025-10-31T07:13:06,0
C000136,jamesmclean@example.net,Morgan,Collins,GEO0637,Consumer,2024-11-27T00:25:41,2025-05-07T00:24:13,0
C000137,douglas18@example.net,Victoria,Harris,GEO0315,Consumer,2024-08-13T21:52:17,2025-08-25T01:04:56,0
C000138,stevensjennifer@example.net,Darrell,Collins,GEO0603,SMB,2025-02-24T19:31:06,2026-02-23T17:50:59,0
C000139,mcdanielbrooke@example.org,Mathew,Small,GEO0568,Consumer,2025-08-05T08:06:38,2025-10-27T20:44:24,0
C000140,meyerdonna@example.com,Andrew,Blake,GEO0045,Mid-Market,2026-02-28T04:21:11,2026-03-01T21:30:04,0
C000141,manuellee@example.com,Amanda,Mejia,GEO0784,Mid-Market,2024-01-19T18:28:24,2025-06-25T20:47:14,0
C000142,nelsoneric@example.org,Alexis,Dean,GEO0636,Mid-Market,2025-08-24T00:14:01,2026-01-28T03:19:15,0
C000143,clarkmichael@example.com,Joseph,Harding,GEO0353,Consumer,2025-03-14T19:05:03,2025-05-23T11:31:18,0
C000144,audrey21@example.com,Christina,Morgan,GEO0079,SMB,2024-06-04T06:41:02,2025-02-02T23:38:28,0
C000145,bwilliams@example.com,Rebecca,Williams,GEO0721,Consumer,2024-12-02T08:20:41,2026-01-08T01:33:50,0
C000146,bbrown@example.com,Harold,Carlson,GEO0620,SMB,2025-10-25T00:14:54,2026-01-17T10:15:13,0
C000147,tjensen@example.com,Lisa,Marquez,GEO0687,Mid-Market,2024-02-25T07:51:43,2026-02-06T23:14:38,0
C000148,beltrankatelyn@example.com,Ashley,Davis,GEO0764,Mid-Market,2025-01-25T10:11:28,2025-12-13T00:04:55,0
C000149,tdavis@example.net,Deanna,Miranda,GEO0152,Consumer,2024-03-12T01:40:09,2024-10-07T04:05:11,0
C000150,ohall@example.org,Michelle,Jensen,GEO0538,Consumer,2025-07-16T07:32:05,2025-11-02T23:29:19,0
C000151,philip55@example.com,Tony,Jones,GEO0551,Consumer,2026-01-08T07:27:11,2026-02-15T07:19:18,0
C000152,bellsteven@example.org,Justin,Bailey,GEO0547,Mid-Market,2025-04-04T06:17:55,2025-12-06T02:23:25,0
C000153,williamsullivan@example.net,Laura,Nguyen,GEO0527,SMB,2024-06-20T14:27:32,2025-09-06T04:52:50,0
C000154,sparksamanda@example.com,Brittany,Allen,GEO0379,SMB,2024-01-21T13:54:05,2024-11-23T19:34:09,0
C000155,amydickson@example.com,Carl,Clark,GEO0554,Consumer,2026-01-14T08:24:29,2026-02-02T14:18:24,0
C000156,bmueller@example.net,Kristin,Stephens,GEO0245,SMB,2025-09-12T02:21:08,2026-01-10T06:09:58,0
C000157,gilbertcaldwell@example.net,Sarah,Andrews,GEO0141,Consumer,2024-01-05T16:46:46,2025-01-22T15:25:59,0
C000158,mwilson@example.com,Mark,Davis,GEO0783,Mid-Market,2025-02-08T11:24:31,2025-07-15T20:37:04,0
C000159,zthompson@example.org,Carmen,Jennings,GEO0023,Consumer,2024-02-09T12:59:36,2024-07-24T06:48:27,0
C000160,pmurphy@example.net,Bryan,Robinson,GEO0131,Mid-Market,2024-09-18T11:32:45,2026-01-31T20:44:23,0
C000161,paigeberger@example.net,Lisa,Sherman,GEO0687,Mid-Market,2024-02-29T12:59:27,2024-11-07T07:30:02,0
C000162,shawncarter@example.net,Becky,Gonzalez,GEO0406,Mid-Market,2025-01-05T22:43:01,2025-12-28T21:41:09,0
C000163,kevin46@example.net,Toni,Cooper,GEO0659,SMB,2025-09-11T21:09:16,2025-11-13T19:37:42,0
C000164,aguilarcheryl@example.net,Richard,Anderson,GEO0029,Consumer,2024-06-14T03:49:05,2025-07-12T12:45:37,1
C000165,bryan80@example.org,Jacqueline,Hoover,GEO0273,Mid-Market,2024-03-23T06:56:27,2024-09-08T13:16:44,0
C000166,daniel40@example.org,Ryan,Lawrence,GEO0447,Mid-Market,2025-05-27T21:56:24,2025-10-31T23:26:48,0
C000167,jennifer66@example.com,Amy,Bates,GEO0009,Consumer,2026-01-15T03:40:36,2026-02-06T04:17:47,0
C000168,jtaylor@example.com,Megan,Ward,GEO0696,SMB,2026-02-05T22:19:00,2026-02-10T15:00:06,0
C000169,qmoore@example.org,Dennis,Jones,GEO0157,SMB,2025-12-14T16:26:41,2026-01-19T23:27:10,0
C000170,thomasnicole@example.net,Samuel,Branch,GEO0753,Consumer,2025-01-18T22:08:12,2025-09-24T05:32:07,0
C000171,taylorlinda@example.com,Patricia,Dominguez,GEO0155,Consumer,2025-08-03T05:12:03,2026-02-10T05:51:48,0
C000172,dhanson@example.net,Roger,Wilkins,GEO0080,SMB,2024-09-22T14:40:58,2025-01-11T20:10:05,0
C000173,lkelly@example.com,Cassandra,Lane,GEO0797,SMB,2024-03-28T03:17:04,2025-03-13T00:37:15,0
C000174,jenniferadams@example.net,Barbara,Johnson,GEO0148,Mid-Market,2025-05-11T03:00:03,2025-09-24T00:42:37,0
C000175,carrolljanet@example.org,Betty,Nixon,GEO0373,Consumer,2024-02-12T06:33:50,2024-02-19T12:38:33,0
C000176,thomasjessica@example.com,Steven,Miller,GEO0461,SMB,2026-02-18T15:30:48,2026-02-23T19:27:21,0
C000177,sanchezcrystal@example.net,Susan,Miller,GEO0627,SMB,2025-11-29T10:52:15,2026-01-14T21:25:24,0
C000178,chloe58@example.org,Taylor,Hunt,GEO0564,SMB,2024-02-28T10:51:06,2024-03-02T14:55:44,0
C000179,vberry@example.com,Michael,Levine,GEO0555,Consumer,2026-01-12T00:38:07,2026-02-14T08:44:48,0
C000180,keith09@example.net,Kevin,Glover,GEO0272,SMB,2024-09-11T14:39:43,2026-01-10T16:26:42,0
C000181,bryan79@example.org,Ashley,Douglas,GEO0710,Mid-Market,2024-01-04T10:01:40,2025-01-06T01:51:47,0
C000182,lisa90@example.com,Todd,Martinez,GEO0171,SMB,2025-11-25T07:38:31,2026-01-15T23:39:50,0
C000183,yorkjoshua@example.org,Christina,Hill,GEO0310,SMB,2024-12-22T15:42:54,2025-12-15T03:46:24,0
C000184,alexis19@example.org,Renee,Stevenson,GEO0489,Consumer,2025-09-13T22:09:55,2026-01-24T18:50:54,0
C000185,lwood@example.com,Kimberly,Young,GEO0297,Consumer,2025-05-31T04:31:50,2025-07-14T09:53:43,0
C000186,laurenatkins@example.com,Tracey,Coffey,GEO0461,Consumer,2025-04-23T14:07:30,2026-01-24T07:15:13,0
C000187,marymullins@example.com,Kaylee,Young,GEO0422,Mid-Market,2026-02-10T22:05:06,2026-02-23T22:01:10,0
C000188,kbarber@example.org,Becky,Wilkinson,GEO0118,SMB,2024-11-30T08:14:46,2025-04-10T21:30:57,0
C000189,maykarla@example.org,Brian,Marshall,GEO0355,Mid-Market,2024-05-06T04:59:34,2026-02-13T23:31:05,0
C000190,vturner@example.net,Jesus,Vega,GEO0732,SMB,2025-12-09T07:59:36,2026-02-23T02:41:21,0
C000191,jwells@example.net,Monica,Smith,GEO0549,Mid-Market,2026-01-04T23:46:24,2026-02-14T20:50:35,0
C000192,ureyes@example.net,Felicia,Williams,GEO0305,Consumer,2025-03-23T07:16:07,2025-08-18T02:07:05,0
C000193,stephanie69@example.net,Michele,Rogers,GEO0223,Mid-Market,2026-01-28T06:47:07,2026-02-20T04:54:20,0
C000194,leah49@example.com,Steven,Leonard,GEO0537,Mid-Market,2025-01-24T23:00:19,2025-02-24T18:34:12,0
C000195,jessicachapman@example.org,April,Byrd,GEO0387,SMB,2025-02-01T10:49:23,2026-01-14T04:33:42,0
C000196,lawrencesmith@example.org,Marie,Smith,GEO0415,Consumer,2025-08-27T03:25:00,2026-01-11T14:20:09,0
C000197,foxgina@example.com,Jeffrey,Campbell,GEO0112,Consumer,2024-10-30T15:43:29,2025-01-13T19:18:09,0
C000198,austinharvey@example.org,Sheena,Douglas,GEO0417,Mid-Market,2025-11-12T01:38:20,2025-12-21T16:44:07,0
C000199,stephanielittle@example.net,Susan,Miller,GEO0728,Mid-Market,2025-12-24T15:40:53,2026-01-20T15:18:45,0
C000200,nicholasgallagher@example.net,Ashlee,Coffey,GEO0693,Consumer,2025-01-20T10:09:52,2026-01-21T06:54:46,0
C000201,dominguezjon@example.com,Donna,Jones,GEO0195,Mid-Market,2024-08-18T23:03:59,2025-02-17T15:46:25,0
C000202,rlivingston@example.com,Heather,Contreras,GEO0232,Consumer,2025-11-06T00:35:25,2025-12-19T13:43:30,0
C000203,jonathan14@example.org,Patrick,Cook,GEO0613,SMB,2026-02-14T12:04:33,2026-02-23T09:44:59,0
C000204,scottlisa@example.org,Scott,Vasquez,GEO0472,Mid-Market,2025-12-18T12:06:08,2026-01-28T18:55:51,0
C000205,chelseywhite@example.com,Daniel,Fernandez,GEO0062,SMB,2025-12-27T14:41:10,2026-01-13T14:44:30,0
C000206,probinson@example.org,Rita,Baldwin,GEO0267,Consumer,2024-05-28T06:51:47,2024-12-14T23:41:00,0
C000207,johnsonchad@example.net,John,Griffin,GEO0433,Mid-Market,2026-01-13T03:43:50,2026-01-22T12:27:43,0
C000208,ohernandez@example.org,Sarah,Ortega,GEO0441,Consumer,2024-06-21T03:22:30,2024-12-21T01:07:32,0
C000209,edward56@example.net,Adam,Zimmerman,GEO0312,Mid-Market,2024-12-12T13:09:40,2025-12-16T12:15:02,0
C000210,zmendoza@example.net,Kimberly,Floyd,GEO0534,SMB,2024-09-03T15:19:44,2025-02-26T20:47:24,0
C000211,aaronfinley@example.com,David,Nichols,GEO0674,Mid-Market,2025-12-09T21:05:49,2026-02-06T20:24:17,0
C000212,mathew46@example.org,Cynthia,Benjamin,GEO0514,SMB,2025-10-30T11:00:07,2025-11-13T02:07:31,0
C000213,diazmelissa@example.com,Christopher,Stevens,GEO0296,Mid-Market,2025-11-15T07:01:37,2026-01-27T18:30:17,0
C000214,deborah28@example.org,Tammy,Guerrero,GEO0469,Consumer,2026-02-02T18:11:24,2026-02-17T20:44:27,0
C000215,heather15@example.com,Christopher,Chen,GEO0234,Consumer,2025-08-08T03:20:04,2026-02-06T17:11:25,0
C000216,donaldlee@example.net,Wendy,Allen,GEO0587,Consumer,2025-12-18T12:35:52,2026-02-24T16:31:04,0
C000217,ibrown@example.net,Kyle,Ferguson,GEO0383,Mid-Market,2025-08-21T22:52:50,2026-02-03T03:48:48,0
C000218,blevy@example.org,Matthew,Morgan,GEO0773,Consumer,2025-11-05T05:55:38,2026-02-01T05:00:35,0
C000219,sullivanjason@example.net,Elizabeth,Ellis,GEO0138,Consumer,2024-11-17T01:08:36,2025-03-02T20:10:05,0
C000220,joycehall@example.org,Benjamin,Thomas,GEO0338,Consumer,2024-09-19T02:07:32,2025-07-21T11:34:10,0
C000221,ruizsamantha@example.org,John,Banks,GEO0148,Consumer,2025-11-04T07:19:02,2026-01-09T09:42:34,0
C000222,jacksonbrendan@example.com,Lori,Davis,GEO0641,Mid-Market,2024-05-23T15:44:20,2025-11-09T11:38:34,0
